Country,Year,Month,Date,Population_Millions,GDP_Billion_USD,GDP_Per_Capita_USD,CO2_Emissions_Million_Tons,Carbon_Footprint_Per_Capita_Tons,Air_Quality_Index_Avg,Waste_Recycling_Rate_Percentage,Deforestation_Rate_Hectares_Per_Year,Total_Energy_Consumption_TWh,Renewable_Energy_Share_Percentage,Solar_Generation_TWh,Wind_Generation_TWh,Hydro_Generation_TWh,Other_Renewable_Generation_TWh,Fossil_Fuel_Generation_TWh,Installed_Renewable_Capacity_GW,EV_Sales_Percentage_of_New_Cars,Green_Policy_Strength_Index,Policy_Count_Last_5_Yrs,Investment_in_Renewables_Billion_USD,Renewable_Energy_Subsidies_Billion_USD,Green_Jobs_Created,Average_Electricity_Price_USD_per_kWh,Green_Marketing_Spend_Per_Capita_USD,Public_Green_Awareness_Score,Sustainability_Score
Australia,2015,8,2015-08-01,23.0,1300.738,56079.46,370.997,17.59,,36.42,695.34,700.282,30.29,15.728,20.556,2.72,1.823,41.127,475.3,-1.1,6.65,15,2.684,0.617,6694,0.15,0.07,9.01,38.19
Australia,2015,9,2015-09-01,24.0,1315.108,53969.22,371.146,16.75,100.97,38.35,716.447,796.316,31.19,21.798,22.536,3.759,2.079,45.991,473.431,0.43,6.58,15,2.377,0.509,6486,0.14,0.08,8.9,41.53
Australia,2015,10,2015-10-01,24.0,1324.418,54574.1,370.445,16.79,94.64,37.95,977.055,730.344,29.82,19.604,18.34,4.427,1.731,42.856,443.291,1.1,6.66,17,2.564,0.736,7076,0.15,0.07,9.05,43.79
Australia,2015,11,2015-11-01,25.0,1338.039,54435.4,371.362,16.62,,36.47,813.362,674.758,29.67,20.403,14.831,3.725,1.583,39.771,450.138,0.11,6.5,14,2.827,0.362,7028,0.14,0.09,8.94,40.66
Australia,2015,12,2015-12-01,23.0,1328.26,57853.86,371.852,17.82,96.11,39.3,776.249,669.578,30.01,21.782,12.174,3.743,1.535,39.845,461.805,-0.24,6.41,16,2.62,0.579,6880,0.14,0.07,9.32,42.0
Australia,2016,1,2016-01-01,24.0,1343.735,55685.73,365.4,16.66,,39.9,839.117,810.237,33.27,27.299,19.759,4.229,2.319,44.823,563.938,5.5,6.39,16,2.994,0.368,7580,0.14,0.07,8.68,41.86
Australia,2016,2,2016-02-01,25.0,1349.329,54309.32,365.523,16.18,97.08,39.94,616.047,814.285,35.11,25.721,19.256,4.147,2.619,44.172,589.062,4.86,,16,2.918,0.667,7190,0.15,0.07,9.05,43.48
Australia,2016,3,2016-03-01,23.0,1349.895,58048.25,365.263,17.28,94.85,38.98,844.104,744.84,35.18,22.042,14.464,4.949,2.195,40.437,591.053,5.43,6.39,16,2.614,0.526,7009,0.15,0.06,8.81,38.88
Australia,2016,4,2016-04-01,25.0,1356.442,54957.31,364.615,16.25,91.71,39.48,729.04,676.104,37.34,18.847,16.231,5.078,2.106,34.675,646.319,5.98,6.76,17,2.665,0.619,7443,0.14,0.05,8.9,45.27
Australia,2016,5,2016-05-01,24.0,1353.158,56537.01,365.301,16.79,89.09,37.9,714.424,605.412,32.69,13.289,14.589,3.507,1.673,34.87,544.863,5.39,6.52,16,2.597,0.57,7505,0.15,0.06,9.16,42.8
Australia,2016,6,2016-06-01,24.0,1359.703,55851.39,365.938,16.53,91.2,40.76,674.557,608.961,35.09,12.685,16.935,3.004,1.737,32.899,605.774,5.87,6.6,16,2.645,0.773,7431,0.14,0.06,8.77,45.63
Australia,2016,7,2016-07-01,24.0,1356.074,55800.67,364.537,16.5,90.08,38.74,808.191,686.437,32.7,14.82,20.533,3.142,1.886,38.381,575.268,5.53,6.69,17,2.605,0.501,7117,0.14,0.06,8.74,41.45
Australia,2016,8,2016-08-01,24.0,1354.838,55412.14,365.074,16.42,93.99,39.17,781.775,745.32,35.45,20.434,25.665,3.603,2.135,39.633,605.065,4.98,6.7,18,3.12,0.621,7354,0.14,0.08,9.35,45.93
Australia,2016,9,2016-09-01,24.0,1348.328,56286.27,365.803,16.8,92.85,38.55,648.166,808.708,34.88,22.689,26.822,3.592,2.422,44.097,599.942,5.2,6.36,18,3.28,0.632,7386,0.15,0.07,9.17,41.03
Australia,2016,10,2016-10-01,24.0,1341.407,57027.29,364.997,17.07,95.08,38.39,686.627,739.137,33.99,22.437,21.381,4.543,2.098,40.284,580.513,5.05,6.72,17,3.317,0.455,7494,0.14,0.08,9.09,42.64
Australia,2016,11,2016-11-01,25.0,1353.022,54465.21,366.03,16.21,89.52,37.38,837.628,685.074,36.8,25.361,19.075,4.33,1.965,35.873,634.141,5.74,6.6,18,2.634,0.591,7399,0.13,0.09,9.57,43.03
Australia,2016,12,2016-12-01,23.0,1352.604,58562.12,364.925,17.38,90.52,38.86,779.394,677.425,34.32,26.259,15.952,3.219,1.958,36.54,583.086,5.41,6.83,18,3.02,0.511,7253,0.14,0.08,8.89,43.03
Australia,2017,1,2017-01-01,24.0,1381.432,58605.21,359.696,16.79,89.05,40.99,714.738,830.384,39.07,32.223,23.818,4.57,2.687,40.548,748.713,10.18,6.93,15,3.303,0.55,8150,0.14,0.08,9.56,47.26
Australia,2017,2,2017-02-01,25.0,1391.113,55543.47,359.446,15.79,92.34,37.66,778.459,831.489,38.78,29.268,21.384,5.415,2.835,42.27,734.218,11.13,6.32,14,3.743,0.764,7900,0.15,0.05,8.7,47.19
Australia,2017,3,2017-03-01,24.0,1385.698,57193.12,360.414,16.36,89.26,40.73,618.898,745.576,37.52,23.904,16.979,5.748,2.352,38.321,719.468,11.7,6.41,14,3.349,0.76,8000,0.14,0.07,8.97,44.45
Australia,2017,4,2017-04-01,24.0,1384.537,57414.43,360.081,16.43,,40.39,502.983,693.751,39.59,21.641,18.386,3.601,2.284,36.477,750.245,,6.7,15,3.187,0.768,7984,0.14,0.1,9.18,47.02
Australia,2017,5,2017-05-01,25.0,1371.357,54656.9,359.344,15.75,97.41,40.86,697.65,624.875,38.44,15.961,17.98,3.719,2.063,31.778,742.452,10.93,6.96,15,3.659,0.959,8290,0.13,0.07,9.44,44.56
Australia,2017,6,2017-06-01,23.0,1393.328,59514.42,359.369,16.89,86.23,39.34,650.735,623.53,39.2,13.671,20.076,4.943,2.196,31.482,753.158,11.28,6.75,13,3.108,0.665,7905,0.15,0.08,9.0,43.22
Australia,2017,7,2017-07-01,24.0,1378.436,57925.57,359.768,16.63,,38.82,635.004,688.72,38.53,17.785,24.926,3.693,2.22,34.766,724.315,10.84,6.94,13,3.633,0.769,8225,0.14,0.08,9.03,44.79
Australia,2017,8,2017-08-01,24.0,1397.908,58508.87,360.345,16.59,92.94,40.69,669.611,776.147,39.67,23.363,30.534,5.043,2.515,38.464,756.302,10.41,7.03,15,3.435,0.767,8249,0.13,0.07,9.06,47.59
Australia,2017,9,2017-09-01,24.0,1378.266,58024.91,359.959,16.67,92.78,41.16,603.616,835.502,38.21,27.031,29.224,4.41,2.811,42.349,715.796,11.43,6.44,14,3.307,0.462,7710,0.14,0.09,9.19,44.25
Australia,2017,10,2017-10-01,25.0,1379.948,55670.44,360.066,15.98,96.18,40.93,575.187,755.302,39.26,26.359,24.583,5.424,2.645,37.731,762.069,11.83,6.59,14,3.442,0.538,8198,0.14,0.08,9.22,44.97
Australia,2017,11,2017-11-01,25.0,1365.711,54278.31,360.326,15.75,92.45,40.31,589.919,683.591,39.14,26.811,20.272,3.856,2.321,34.018,752.901,10.74,6.37,15,3.238,0.542,8041,0.14,0.08,9.0,41.37
Australia,2017,12,2017-12-01,24.0,1385.484,57047.99,359.274,16.27,89.63,40.98,561.026,691.941,37.61,27.411,17.092,4.511,2.11,36.509,715.95,10.71,6.83,15,3.43,0.854,8082,0.13,0.09,9.26,45.13
Australia,2018,1,2018-01-01,25.0,1410.11,56948.26,353.605,15.71,90.82,43.55,816.54,837.795,44.86,36.793,28.281,7.576,3.116,39.35,939.838,17.05,6.85,16,3.761,0.919,8698,0.14,0.06,9.04,46.96
Australia,2018,2,2018-02-01,25.0,1404.164,56376.78,354.95,15.68,92.11,43.73,433.621,842.234,41.26,31.862,23.763,7.017,2.667,41.286,855.4,18.12,,15,3.58,0.796,8776,0.13,0.07,9.17,46.05
Australia,2018,3,2018-03-01,25.0,1400.716,55476.22,354.348,15.44,85.64,41.02,520.602,773.721,43.34,27.913,20.055,4.319,2.708,36.428,923.483,17.45,6.91,14,3.942,0.757,9143,0.14,0.08,9.24,49.74
Australia,2018,4,2018-04-01,25.0,1427.055,57281.82,355.565,15.7,89.2,42.54,554.346,710.129,41.76,22.453,19.372,5.852,2.436,34.225,866.723,16.3,6.89,14,3.936,0.85,8836,0.14,0.08,8.96,51.79
Australia,2018,5,2018-05-01,24.0,1409.767,57937.0,354.314,16.02,89.71,42.54,586.466,639.622,42.4,17.256,21.141,5.265,2.258,30.538,885.622,16.63,6.84,15,3.858,0.737,8709,0.13,0.08,9.53,43.04
Australia,2018,6,2018-06-01,25.0,1406.31,56694.95,354.93,15.74,84.2,40.24,514.585,634.949,43.17,16.292,23.086,5.456,2.292,29.895,897.732,17.8,6.56,14,4.212,0.617,8782,0.14,0.09,9.47,44.6
Australia,2018,7,2018-07-01,25.0,1399.351,56479.06,354.556,15.74,90.41,42.24,571.328,700.898,43.18,19.847,28.778,5.622,2.452,33.724,927.761,17.01,6.72,15,4.014,0.834,9026,0.14,0.09,9.75,46.1
Australia,2018,8,2018-08-01,25.0,1428.816,57413.81,354.407,15.67,88.05,41.65,730.713,783.013,43.59,25.457,33.95,4.99,2.774,36.36,933.673,17.39,6.91,17,4.158,0.88,8829,0.13,0.08,9.69,46.92
Australia,2018,9,2018-09-01,25.0,1410.381,56271.6,353.927,15.53,93.45,41.05,697.787,844.753,44.54,32.026,34.897,7.342,2.981,40.328,922.997,16.56,7.13,17,3.998,0.717,9494,0.13,0.09,9.17,49.9
Australia,2018,10,2018-10-01,24.0,1407.511,58542.99,354.772,16.23,82.14,42.69,638.47,773.976,43.45,30.588,27.402,5.205,2.836,35.582,900.054,17.28,6.57,16,3.701,0.677,9030,0.13,0.09,9.43,44.13
Australia,2018,11,2018-11-01,25.0,1404.29,56509.4,353.715,15.66,86.23,42.37,709.115,700.415,41.65,28.497,21.742,3.668,2.486,34.921,865.946,17.85,6.41,16,3.784,0.433,8522,0.12,0.1,9.36,44.47
Australia,2018,12,2018-12-01,24.0,1411.945,57670.34,353.945,15.9,94.89,44.34,617.972,708.965,41.71,33.106,19.762,5.842,2.503,34.199,870.885,17.52,6.85,15,3.559,0.733,9174,0.13,0.08,9.44,50.72
Australia,2019,1,2019-01-01,26.0,1420.661,55115.17,348.963,14.89,88.98,44.37,607.551,852.408,47.92,41.059,30.59,5.551,3.564,36.057,1104.587,23.51,7.06,16,4.36,0.909,9791,0.13,0.11,9.78,
Australia,2019,2,2019-02-01,26.0,1428.402,55454.69,348.946,14.9,90.57,42.71,483.782,860.558,48.03,37.519,27.471,6.7,3.615,36.529,1100.241,23.89,6.95,15,4.16,0.602,10015,0.14,0.09,9.42,47.46
Australia,2019,3,2019-03-01,25.0,1455.626,58948.62,349.277,15.56,84.11,42.94,727.497,804.471,46.45,31.101,22.241,7.341,3.13,36.864,1071.427,23.8,6.63,16,4.283,0.942,9760,0.13,0.11,9.47,47.72
Australia,2019,4,2019-04-01,25.0,1428.721,56766.13,348.236,15.22,89.79,43.94,605.494,717.509,48.47,26.337,23.378,6.53,2.965,30.812,1125.404,23.96,6.98,16,4.608,0.812,9904,0.14,0.1,9.41,50.16
Australia,2019,5,2019-05-01,25.0,1422.197,57621.15,349.063,15.56,86.34,42.85,520.107,645.841,49.38,21.493,22.965,4.691,2.766,27.294,1136.64,24.68,7.08,17,4.367,0.84,9615,0.14,0.1,9.43,43.74
Australia,2019,6,2019-06-01,25.0,1435.182,57907.76,348.298,15.46,86.53,43.68,469.161,642.676,48.5,18.037,25.944,4.549,2.663,27.354,1123.779,22.89,7.0,15,4.359,0.956,9942,0.14,0.08,9.16,53.47
Australia,2019,7,2019-07-01,26.0,1437.717,56358.66,349.843,15.09,85.74,44.02,485.621,715.138,47.03,21.935,31.045,4.538,2.835,32.108,1083.954,23.06,6.52,15,4.512,1.024,9652,0.13,0.11,9.17,50.52
Australia,2019,8,2019-08-01,25.0,1450.263,58111.09,349.621,15.41,88.57,44.25,796.6,791.581,47.78,28.321,37.143,4.933,3.127,34.493,1094.517,23.51,6.91,15,4.304,0.942,9820,0.13,0.08,9.38,50.89
Australia,2019,9,2019-09-01,25.0,1430.479,57538.14,349.18,15.45,83.81,43.25,603.276,849.399,48.6,34.774,37.431,5.59,3.44,36.378,1122.523,23.69,6.91,14,4.439,1.031,9651,0.14,0.07,9.47,48.98
Australia,2019,10,2019-10-01,24.0,1446.009,59356.79,348.78,15.75,85.54,45.5,514.524,791.856,47.43,35.61,30.716,7.42,3.192,34.461,1092.425,24.08,7.06,17,4.477,1.045,10266,0.13,0.09,9.51,49.83
Australia,2019,11,2019-11-01,25.0,1452.08,57269.61,349.8,15.18,84.25,45.0,542.883,721.259,47.96,34.937,25.361,5.561,2.765,31.328,1110.805,24.22,7.09,17,4.356,0.95,9769,0.13,0.11,9.23,49.04
Australia,2019,12,2019-12-01,25.0,1449.969,57826.87,349.017,15.31,88.63,43.81,497.237,730.919,48.47,39.016,23.03,6.698,2.912,31.981,1114.575,24.05,6.84,16,4.662,0.715,9842,0.13,0.09,9.17,50.88
Australia,2020,1,2020-01-01,25.0,1468.05,58188.75,343.986,15.0,87.91,44.61,473.567,885.049,51.33,46.403,34.421,5.818,3.699,35.462,1271.863,29.97,6.73,20,4.758,1.026,10753,0.13,0.12,9.73,54.42
Australia,2020,2,2020-02-01,25.0,1459.815,58900.18,343.859,15.26,80.11,44.5,521.972,865.656,52.14,41.716,30.051,6.559,3.83,34.423,1304.263,31.34,7.1,19,5.182,1.18,11040,0.13,0.11,9.36,53.06
Australia,2020,3,2020-03-01,25.0,1473.914,59152.49,344.329,15.2,83.63,46.39,518.334,810.326,51.43,34.451,23.534,5.389,3.32,32.29,1279.559,32.3,6.41,19,5.029,0.991,10753,0.13,0.09,9.27,52.96
Australia,2020,4,2020-04-01,26.0,1454.813,56448.06,343.124,14.64,80.89,43.59,572.024,732.944,52.26,28.786,25.457,5.664,3.331,29.917,1310.011,31.24,7.0,20,4.937,1.079,10544,0.13,0.09,9.38,51.23
Australia,2020,5,2020-05-01,25.0,1463.025,58293.43,344.342,15.09,76.43,44.92,425.965,657.613,50.2,21.723,24.76,4.434,2.542,27.028,1261.137,31.32,7.0,19,4.858,1.089,11134,0.12,0.12,9.77,53.39
Australia,2020,6,2020-06-01,25.0,1466.751,57565.07,343.783,14.84,85.29,45.05,545.566,661.771,53.57,20.665,29.091,6.357,2.991,25.872,1338.416,30.97,6.62,19,4.701,0.859,10949,0.13,0.12,9.52,51.26
Australia,2020,7,2020-07-01,26.0,1449.661,56139.5,343.668,14.64,90.81,43.98,367.465,729.582,54.03,26.804,36.096,6.077,3.343,27.149,1348.448,31.61,7.2,20,5.187,0.944,11081,0.13,0.09,9.85,52.44
Australia,2020,8,2020-08-01,25.0,1448.78,57338.72,344.137,14.98,90.72,44.17,528.781,799.17,52.82,31.144,41.661,6.373,3.306,30.92,1305.485,30.92,7.02,19,5.071,1.097,10995,0.13,0.12,9.55,51.51
Australia,2020,9,2020-09-01,26.0,1465.084,56967.57,343.505,14.69,80.96,45.11,245.4,880.508,52.44,39.138,42.727,6.761,3.821,35.739,1314.33,30.94,6.84,20,5.023,1.102,10949,0.13,0.11,9.7,52.97
Australia,2020,10,2020-10-01,25.0,1449.718,58794.24,343.098,15.31,78.86,46.44,581.654,797.63,51.84,36.876,34.545,6.189,3.409,31.614,1298.356,,6.76,19,4.968,0.896,10919,0.13,0.12,9.94,49.26
Australia,2020,11,2020-11-01,25.0,1471.336,58106.89,344.018,14.94,84.5,44.13,434.291,731.714,51.29,37.782,28.207,5.207,3.051,30.37,1301.51,30.84,6.73,21,4.774,1.033,10670,0.13,0.11,9.6,
Australia,2020,12,2020-12-01,25.0,1458.929,57983.37,343.103,15.0,84.75,47.88,475.128,733.057,51.95,41.145,25.558,7.861,3.245,29.014,1316.22,,7.62,21,4.933,0.903,10547,0.13,0.1,9.76,50.6
Australia,2021,1,2021-01-01,25.0,1485.836,59060.24,339.465,14.84,85.82,45.41,295.619,890.82,58.62,52.007,37.931,6.588,4.162,31.129,1593.282,39.32,6.77,19,6.054,1.279,12067,0.13,0.13,9.51,51.59
Australia,2021,2,2021-02-01,26.0,1494.799,57349.66,339.029,14.31,84.59,47.63,595.805,897.263,56.99,47.786,33.831,8.98,4.273,32.277,1531.286,38.63,7.28,17,6.073,1.325,12044,0.13,0.14,9.96,55.09
Australia,2021,3,2021-03-01,28.0,1480.238,53410.58,338.755,13.45,79.34,46.66,414.679,815.435,56.7,37.808,27.806,9.525,4.002,29.331,1530.166,37.48,7.03,18,5.85,1.29,12055,0.13,0.14,9.97,55.05
Australia,2021,4,2021-04-01,26.0,1476.612,57072.0,337.843,14.36,85.26,46.74,318.201,725.719,59.28,31.476,28.809,7.489,3.435,24.839,1598.217,38.55,6.98,18,5.937,1.076,12046,0.13,0.1,9.68,54.04
Australia,2021,5,2021-05-01,26.0,1511.497,57852.06,339.214,14.28,81.54,47.36,445.972,687.576,57.61,26.924,30.642,5.559,3.201,24.397,1552.606,38.05,,17,5.778,1.166,11749,0.13,0.12,9.84,54.87
Australia,2021,6,2021-06-01,26.0,1507.08,57026.49,338.678,14.1,81.03,46.41,372.129,675.366,56.74,21.256,31.728,5.886,3.139,23.781,1531.57,,7.18,17,5.68,1.077,12012,0.13,0.13,9.97,52.89
Australia,2021,7,2021-07-01,26.0,1493.717,57673.8,339.068,14.4,85.83,46.46,336.497,741.069,57.97,28.447,39.866,7.18,3.627,26.522,1572.918,38.31,7.22,17,5.783,1.233,11730,0.12,0.12,9.7,54.44
Australia,2021,8,2021-08-01,26.0,1490.474,58303.27,339.291,14.6,83.39,47.04,251.545,820.308,57.22,34.884,47.336,7.992,3.918,28.919,1535.833,39.09,6.79,17,6.129,1.162,11655,0.13,0.11,9.54,51.81
Australia,2021,9,2021-09-01,26.0,1486.593,57891.66,337.586,14.46,79.21,47.6,618.245,897.213,58.79,44.432,48.507,8.565,4.429,30.586,1592.075,39.19,7.13,18,5.934,1.205,11782,0.13,0.12,9.61,56.6
Australia,2021,10,2021-10-01,26.0,1495.706,58051.4,338.632,14.46,76.15,47.49,399.839,828.29,58.0,43.685,39.441,6.237,3.91,28.168,1562.123,38.55,6.97,16,5.713,1.236,11941,0.13,0.11,9.96,54.22
Australia,2021,11,2021-11-01,26.0,1490.642,57276.9,338.947,14.33,86.03,48.85,429.077,740.875,59.03,44.219,33.066,6.883,3.555,25.387,1586.066,39.12,7.13,19,5.592,1.119,11862,0.13,0.11,9.74,56.67
Australia,2021,12,2021-12-01,25.0,1488.932,58547.69,338.797,14.65,86.37,47.16,571.314,751.272,56.85,46.265,29.866,6.817,3.519,26.47,1529.299,39.1,6.86,18,5.585,1.154,11888,0.12,0.12,9.81,
Australia,2022,1,2022-01-01,27.0,1504.62,56438.44,333.761,13.77,80.37,49.05,412.726,903.193,65.26,59.419,44.518,8.882,4.923,25.099,1884.292,47.17,7.25,21,6.722,1.39,12756,0.12,0.13,9.8,55.51
Australia,2022,2,2022-02-01,27.0,1520.459,56333.32,334.539,13.63,79.32,47.88,442.467,916.467,61.44,50.677,36.694,7.541,4.779,29.717,1781.997,47.15,7.18,23,6.687,1.514,12973,0.12,0.14,9.72,55.25
Australia,2022,3,2022-03-01,27.0,1524.982,57257.61,333.425,13.77,84.43,46.54,406.043,840.052,62.8,42.816,31.731,6.968,4.362,26.662,1820.395,48.17,7.4,21,6.583,1.3,13019,0.12,0.12,10.0,58.33
Australia,2022,4,2022-04-01,26.0,1525.933,57911.96,334.115,13.95,85.85,47.52,379.847,761.327,62.55,35.114,30.865,7.228,3.94,23.485,1828.894,47.61,6.9,24,6.76,1.452,13054,0.13,0.12,9.57,57.91
Australia,2022,5,2022-05-01,26.0,1529.323,59745.01,334.149,14.36,81.35,47.75,323.458,679.797,63.49,29.687,33.052,6.309,3.575,20.141,1839.4,47.6,7.08,23,6.545,1.14,13128,0.13,0.13,9.45,57.58
Australia,2022,6,2022-06-01,27.0,1525.179,56640.88,333.326,13.62,80.68,46.64,401.354,686.177,63.58,24.627,36.883,6.354,3.672,20.862,1835.157,46.78,7.3,21,6.177,1.201,13332,0.11,0.12,9.24,54.79
Australia,2022,7,2022-07-01,25.0,1528.213,60531.08,332.855,14.5,81.42,46.94,273.641,760.717,63.63,31.966,43.805,9.083,3.981,23.662,1837.243,46.93,7.12,23,6.664,1.48,13078,0.12,0.12,9.76,54.99
Australia,2022,8,2022-08-01,27.0,1508.691,56149.37,334.061,13.68,80.37,47.73,452.425,830.444,64.1,41.401,52.719,10.694,4.452,24.558,1867.618,46.96,6.96,23,6.746,1.246,13186,0.13,0.13,9.58,55.57
Australia,2022,9,2022-09-01,26.0,1524.67,58792.5,334.678,14.2,83.94,47.1,365.777,916.121,63.13,48.984,53.261,9.557,4.885,27.709,1832.873,47.06,7.1,20,6.631,1.27,12721,0.12,0.13,9.87,57.87
Australia,2022,10,2022-10-01,27.0,1531.786,57561.54,333.502,13.79,82.0,48.01,385.756,846.311,64.25,50.052,44.813,10.636,4.427,25.03,1855.846,46.7,7.37,20,6.711,1.257,12721,0.12,0.14,9.73,55.78
Australia,2022,11,2022-11-01,26.0,1529.0,58566.11,333.776,14.06,81.81,46.55,428.694,764.198,63.47,48.055,36.405,7.834,4.022,23.354,1825.195,47.39,7.28,21,6.586,1.347,13101,0.11,0.14,10.0,
Australia,2022,12,2022-12-01,27.0,1534.329,56880.16,332.362,13.55,85.1,48.78,255.693,775.482,63.14,52.762,31.611,6.756,3.999,24.172,1806.34,46.09,7.48,23,6.34,1.195,13031,0.13,0.13,9.79,58.58
Australia,2023,1,2023-01-01,27.0,1558.515,58650.42,328.697,13.61,79.57,49.59,278.15,933.36,70.28,65.397,50.335,10.5,5.624,22.256,2188.041,55.63,7.27,24,8.03,1.696,14447,0.12,0.16,10.0,63.1
Australia,2023,2,2023-02-01,26.0,1555.755,59726.39,328.764,13.88,77.06,50.38,470.776,939.466,67.54,58.689,41.558,9.87,5.259,25.054,2093.378,56.2,7.2,25,7.458,1.612,14765,0.12,0.13,9.8,59.24
Australia,2023,3,2023-03-01,26.0,1574.38,60305.88,328.788,13.85,80.06,50.78,353.194,872.012,69.16,50.124,34.835,10.025,4.927,22.43,2129.157,55.33,6.98,25,8.043,1.773,14305,0.12,0.14,10.0,57.64
Australia,2023,4,2023-04-01,26.0,1547.433,58439.28,328.833,13.66,80.76,48.62,434.246,782.5,67.84,39.064,35.482,8.837,4.277,21.156,2122.824,56.43,,26,7.41,1.412,14345,0.11,0.13,9.47,56.31
Australia,2023,5,2023-05-01,27.0,1553.292,56913.64,327.823,13.21,82.0,,294.851,687.43,69.08,31.044,35.477,9.699,3.896,18.091,2157.727,55.52,,26,7.708,1.419,14676,0.12,0.14,9.81,61.49
Australia,2023,6,2023-06-01,26.0,1551.849,58678.82,329.398,13.7,74.62,49.33,365.621,703.983,67.76,27.939,39.608,9.399,4.062,18.924,2092.635,56.27,7.45,25,7.981,1.531,14198,0.12,0.15,10.0,57.58
Australia,2023,7,2023-07-01,26.0,1563.064,59223.96,328.873,13.71,76.8,47.65,342.266,787.655,69.79,36.716,48.918,10.486,4.528,20.03,2160.907,56.52,7.38,24,7.993,1.531,14123,0.13,0.15,10.0,59.03
Australia,2023,8,2023-08-01,27.0,1557.037,57081.61,328.887,13.26,82.38,49.69,366.63,856.097,69.13,43.363,59.294,7.869,4.833,21.168,2138.664,56.42,7.44,27,7.823,1.712,14463,0.12,0.15,10.0,60.6
Australia,2023,9,2023-09-01,27.0,1556.538,57442.16,328.262,13.33,75.92,50.58,383.114,935.928,67.84,52.481,58.472,12.83,5.405,25.542,2100.252,56.57,6.99,27,7.463,1.521,14284,0.13,0.15,10.0,60.27
Australia,2023,10,2023-10-01,27.0,1549.152,57620.55,327.577,13.4,,50.44,362.836,853.212,67.41,52.158,48.255,11.421,4.782,22.942,2096.542,,6.88,26,7.505,1.436,14816,0.12,0.14,9.67,56.0
Australia,2023,11,2023-11-01,26.0,1559.763,60060.48,327.861,13.89,79.43,48.04,371.239,789.696,69.52,54.236,41.905,8.6,4.545,19.624,2147.782,56.36,7.35,24,7.695,1.431,14169,0.12,0.16,9.95,
Australia,2023,12,2023-12-01,27.0,1558.258,58622.92,327.776,13.56,81.61,49.97,388.555,778.835,67.3,56.032,35.376,8.28,4.359,21.615,2096.082,56.18,7.05,24,7.397,1.753,14043,0.12,0.14,10.0,55.86
Australia,2024,1,2024-01-01,27.0,1582.459,58208.7,323.455,13.09,79.6,51.55,344.416,950.352,72.82,68.671,52.905,10.752,5.555,21.786,2403.555,64.69,7.42,26,8.83,1.723,15687,0.12,0.17,10.0,60.07
Australia,2024,2,2024-02-01,27.0,1586.56,59251.06,324.201,13.32,79.23,51.93,370.7,953.03,74.53,65.015,47.573,12.019,5.904,20.56,2461.419,65.41,7.69,26,8.844,1.851,15764,0.11,0.15,10.0,62.82
Australia,2024,3,2024-03-01,27.0,1592.266,58634.4,323.849,13.12,76.37,51.63,169.234,878.219,73.99,54.198,38.671,10.66,5.426,18.489,2457.639,65.28,7.74,27,8.935,1.653,16055,0.12,0.15,10.0,58.77
Australia,2024,4,2024-04-01,28.0,1591.922,57804.28,323.489,12.92,76.85,51.24,303.826,800.022,74.39,44.548,40.352,10.914,4.966,15.819,2447.512,65.56,7.43,28,8.933,1.831,15400,0.12,0.16,9.98,61.62
Australia,2024,5,2024-05-01,27.0,1583.763,57755.89,323.72,12.99,73.34,52.95,371.182,714.188,73.94,35.524,38.655,7.828,4.415,15.673,2436.615,64.92,7.22,27,8.617,1.83,15760,0.11,0.17,10.0,61.19
Australia,2024,6,2024-06-01,27.0,1581.118,58842.6,324.235,13.27,78.93,52.58,403.455,714.498,73.11,30.196,44.211,10.515,4.185,16.009,2395.876,65.0,7.53,26,8.465,1.828,15656,0.11,0.16,10.0,64.07
Australia,2024,7,2024-07-01,27.0,1585.663,58709.15,323.544,13.18,75.77,51.5,175.175,795.446,74.87,39.217,54.292,10.375,4.947,16.289,2466.08,64.51,7.8,27,8.815,1.722,15832,0.12,0.17,10.0,60.24
Australia,2024,8,2024-08-01,26.0,1582.168,60001.62,324.839,13.55,76.37,50.97,296.347,872.504,75.66,49.973,66.662,9.348,5.313,17.399,2502.002,65.17,7.42,26,8.794,1.891,15759,0.12,0.16,10.0,65.38
Australia,2024,9,2024-09-01,26.0,1606.849,60943.91,323.657,13.5,,50.47,204.52,959.361,75.15,60.363,66.249,12.785,6.215,19.89,2486.278,65.37,7.43,26,8.893,1.771,15658,0.12,0.16,10.0,
Australia,2024,10,2024-10-01,28.0,1575.004,56918.93,323.799,12.87,76.43,51.36,342.266,867.616,72.24,56.965,51.646,12.888,5.119,20.133,2371.39,64.77,7.05,27,8.997,1.835,15920,0.11,0.15,10.0,60.41
Australia,2024,11,2024-11-01,27.0,1585.324,58519.53,323.437,13.13,75.96,51.42,286.438,796.436,74.54,60.931,43.886,10.925,4.852,17.391,2440.737,65.61,7.49,26,8.789,1.611,15905,0.11,0.17,10.0,60.76
Australia,2024,12,2024-12-01,28.0,1581.546,57190.39,323.041,12.85,77.91,50.6,253.089,789.739,74.94,63.495,39.371,8.45,4.805,16.367,2479.544,64.37,7.16,27,8.667,1.757,15949,0.11,0.16,10.0,58.54
Australia,2025,1,2025-01-01,28.0,1626.512,58412.24,319.687,12.63,74.66,51.83,339.623,968.067,79.55,78.008,57.825,14.838,6.241,16.191,2776.741,74.5,7.36,26,10.681,2.189,17526,0.12,0.2,10.0,
